District,District_ID,District_Ward,geometry,Area,Region,Population,Constituency,centroid,ward_immigrant,ward_localists,Winning_Perspective
Twicken Meads,40,Ward 17,"POLYGON ((3107.4 1270.82, 3106 1270.82, 3104.59 1270.78, 3103.25 1270.74, 3104.46 1275.63, 3105.65 1280.7, 3105.68 1281, 3105.68 1281.05, 3106 1281.1, 3106.02 1281.1, 3107.33 1281.21, 3108.62 1281.07, 3109.87 1280.69, 3111.71 1279.66, 3112.75 1279.05, 3113.15 1278.8, 3113.16 1278.72, 3113.16 1278.66, 3113.52 1275.88, 3115.47 1276.44, 3116.34 1276.03, 3117.79 1275.9, 3117.87 1275.84, 3118 1275.87, 3119.05 1275.48, 3119.36 1275.38, 3119.2 1274.78, 3119.18 1274.77, 3120.16 1273.27, 3120.21 1273.26, 3120.44 1272.3, 3122.11 1268.87, 3122.19 1268.4, 3122.23 1268, 3113.03 1268, 3107.45 1268, 3108.02 1269.89, 3108.72 1270.89, 3107.4 1270.82))",2.483914,Capital,26977,Twicken Bush,"(3111.9493680253236, 1273.4845943941975)",,,Head to Head
Twicken Meads,41,Ward 69,"POLYGON ((3135.18 1228.4, 3142.03 1228.29, 3141.9 1225.85, 3150 1225.85, 3150 1223, 3133.29 1223, 3128 1223, 3124.13 1223, 3124.13 1228.17, 3119.78 1227.91, 3120.04 1232.71, 3124.51 1233.48, 3126.17 1233.86, 3128 1234.12, 3130.52 1234.14, 3133.29 1234.24, 3133.46 1228.47, 3134.24 1228.5, 3135.18 1228.4))",2.991887,Capital,26055,Twicken Bush,"(3132.233532862905, 1227.5626690208048)",,,Head to Head
Twicken Meads,42,Ward 39,"POLYGON ((3196.57 1289.64, 3196.4 1289.6, 3196.31 1289.58, 3195.15 1289.27, 3193.92 1289.16, 3192.77 1289.73, 3193.08 1290, 3193.77 1290.61, 3193.7 1291.82, 3193.71 1293.23, 3193.62 1294.56, 3193.48 1295.07, 3193.09 1296.55, 3192.93 1297.11, 3192.48 1298.5, 3192.09 1299.69, 3191.39 1301.49, 3190.71 1302.49, 3189.64 1303.51, 3192.02 1304.32, 3193.87 1305.23, 3194.44 1305.85, 3195.32 1304.92, 3195.68 1304.48, 3195.8 1304.29, 3198.85 1304.96, 3201.48 1305.71, 3202.9 1306.31, 3203.91 1306.48, 3205 1305.53, 3205.34 1305.23, 3206.39 1304.42, 3206.44 1304.39, 3206.46 1304.38, 3205 1301.79, 3203.69 1299.47, 3205 1296.45, 3205.65 1294.94, 3205 1293.99, 3202.26 1290, 3201.69 1289.18, 3200.85 1290, 3199.97 1290.86, 3199.39 1290.55, 3198.97 1290.35, 3198.1 1290, 3197.78 1289.87, 3196.59 1289.64, 3196.57 1289.64))",2.920948,Capital,23719,Twicken Common,"(3198.640403205196, 1298.1596965280266)",,,Head to Head
Twicken Meads,43,Ward 26,"POLYGON ((3119.86 1302.63, 3119.61 1303.4, 3119.68 1303.47, 3119.86 1303.66, 3119.86 1303.88, 3119.46 1305.07, 3118.98 1306.23, 3118.1 1307.08, 3117.99 1307.38, 3118.15 1307.43, 3118.16 1307.44, 3118.26 1307.47, 3118.41 1307.53, 3118.43 1307.54, 3118.53 1307.57, 3119.03 1307.82, 3119.19 1307.89, 3119.52 1308.02, 3120.26 1308.2, 3120.79 1308.33, 3120.53 1309.75, 3120.54 1309.75, 3120.53 1309.78, 3120.68 1309.93, 3120.53 1311.04, 3119.3 1311.03, 3119.26 1312, 3122.23 1312, 3128 1312, 3132.57 1312, 3133.51 1310.98, 3134 1310.78, 3134 1310.77, 3134.05 1310.79, 3134.06 1310.79, 3134.29 1310.71, 3134.78 1310.61, 3134.8 1310.6, 3135.25 1310.45, 3135.64 1310.35, 3135.82 1310.24, 3137.62 1310.09, 3138.02 1309.46, 3138.42 1308.67, 3139.34 1308.3, 3139.37 1308.29, 3140.16 1308.02, 3142.09 1307.26, 3142.56 1307.09, 3142.75 1307, 3143.21 1306.78, 3143.33 1306.71, 3143.64 1306.51, 3143.68 1306.47, 3143.66 1306.13, 3142.54 1305.62, 3141.83 1306.04, 3141.06 1306.49, 3139.89 1304.95, 3139.79 1304.93, 3139.75 1304.92, 3139.66 1305.01, 3138.48 1305.32, 3137.32 1304.27, 3136.88 1304.13, 3136.21 1303.92, 3135.4 1303.73, 3135.18 1303.68, 3134.81 1303.57, 3134.82 1303.57, 3134.76 1303.53, 3134.1 1303.39, 3132.93 1302.98, 3132.71 1303.38, 3132.05 1303.12, 3131.67 1303.01, 3130.27 1302.83, 3130.41 1301.39, 3130.43 1301.21, 3130.06 1301.18, 3128.23 1300.91, 3127.16 1300.94, 3126.48 1301.11, 3125.98 1300.76, 3125.14 1300.08, 3125.03 1299.8, 3124.28 1298.82, 3123.4 1299.02, 3122.46 1299.33, 3121.68 1299.47, 3121.55 1299.51, 3121.43 1299.6, 3121.14 1299.71, 3121.1 1299.92, 3120.35 1300.88, 3120.14 1301.49, 3120.08 1301.87, 3119.86 1302.63))",3.020401,Capital,24494,Twicken Bush,"(3128.4540733149447, 1306.4758576710085)",,,Head to Head
Twicken Meads,44,Ward 43,"POLYGON ((3205 1269.08, 3199.01 1271.64, 3198.64 1271.9, 3198.68 1272.58, 3198.67 1272.62, 3201.52 1278.22, 3198.92 1283.34, 3200.64 1286.26, 3200.8 1287.09, 3201.69 1289.18, 3202.26 1290, 3205 1293.99, 3205.65 1294.94, 3211.78 1295.87, 3211.68 1294.52, 3211.16 1292.85, 3211.81 1292.78, 3211.68 1292.23, 3211.47 1291.15, 3210.65 1291.39, 3209.32 1291.54, 3208.46 1290.56, 3208.14 1290, 3207.79 1289.39, 3207.11 1288.38, 3206.62 1287.05, 3207.47 1285.94, 3209.37 1284.63, 3209.85 1282.26, 3210.8 1281.44, 3212.09 1281.5, 3213.53 1281.64, 3213.73 1281.68, 3213.8 1281.7, 3213.82 1281.59, 3213.75 1281.58, 3213.96 1280.75, 3214.18 1279.46, 3214.54 1276.51, 3214.98 1276.56, 3216.19 1276.69, 3218.4 1276.93, 3220.34 1277.06, 3220.4 1276.84, 3220.4 1276.83, 3220.35 1269.64, 3218.96 1266.39, 3218.31 1265.72, 3216.16 1264.42, 3215.95 1264.3, 3209.99 1266.95, 3205 1269.08))",5.620603,Capital,24636,Twicken Common,"(3208.84180737866, 1277.7561612348861)",,,Head to Head
Twicken Meads,45,Ward 53,"POLYGON ((3181.93 1223, 3181.94 1224.8, 3179.89 1227.16, 3177.84 1229.53, 3178.48 1230.12, 3179.76 1229.41, 3180.7 1230.06, 3182 1230.53, 3181.94 1231.49, 3182.55 1231.6, 3183.33 1231.48, 3183.32 1232.24, 3184.37 1232.95, 3184.71 1233.31, 3185.02 1233.23, 3185.04 1233.22, 3185.07 1233.21, 3185.7 1234.02, 3186.21 1235.04, 3186.21 1235.09, 3188.12 1233.81, 3187.89 1233.48, 3188.18 1233.61, 3189.34 1234.21, 3190.4 1234.67, 3190.87 1234.86, 3191 1234.92, 3192.32 1235.35, 3192.99 1235.53, 3194.29 1235.65, 3195.6 1236.02, 3196.99 1236.39, 3197.79 1234.63, 3198.41 1233.3, 3199.24 1232.02, 3200.3 1229.74, 3201.72 1227.39, 3202.43 1228.12, 3203.32 1228.39, 3203.72 1223, 3202.66 1223, 3184.98 1223, 3181.93 1223))",3.636303,Capital,25661,Twicken Common,"(3191.57160361203, 1228.442226978264)",,,Vote: Left_MR
Twicken Meads,46,Ward 30,"POLYGON ((3104.01 1286.18, 3104.11 1286.49, 3104.13 1286.58, 3104.69 1287.54, 3104.4 1287.91, 3104.41 1287.96, 3104.21 1288.07, 3104.22 1288.99, 3105.07 1289.97, 3105.06 1290, 3104.88 1290.27, 3104.27 1290.86, 3104.07 1291.11, 3104.43 1292.44, 3104.44 1292.6, 3104.5 1292.66, 3104.9 1292.54, 3105.66 1292.5, 3105.92 1292.2, 3105.92 1292.18, 3107.29 1292.22, 3107.75 1292.23, 3107.8 1292.24, 3109.06 1292.67, 3110.25 1293.02, 3111.11 1292.8, 3111.87 1291.72, 3112.74 1292.17, 3112.96 1292.72, 3113.01 1292.74, 3114.27 1292.87, 3114.15 1293.45, 3114.92 1294.12, 3115.05 1294.16, 3115.24 1294.18, 3115.25 1294.24, 3115.32 1294.26, 3115.52 1294.43, 3116.35 1294.02, 3116.57 1294.02, 3116.96 1294.04, 3117.38 1293.25, 3118.3 1292.31, 3118.39 1292.21, 3118.39 1292.2, 3118.55 1291.97, 3119.08 1291.38, 3119.97 1290.44, 3120.09 1290.35, 3120.44 1290.9, 3120.55 1290.81, 3121.6 1291.33, 3122.11 1290.2, 3122.51 1289.36, 3123.67 1287.14, 3122.73 1286.74, 3122.06 1287.11, 3121.57 1286.9, 3120.88 1286.54, 3120.79 1286.5, 3120.2 1286.71, 3120.19 1286.72, 3119.87 1286.59, 3118.25 1286.04, 3117.95 1286, 3117.72 1285.57, 3117.72 1285.56, 3117.48 1285.41, 3116.62 1284.83, 3115.32 1284.43, 3115.3 1284.47, 3114.37 1285.38, 3114.25 1284.95, 3113.18 1284.23, 3112.69 1283.92, 3112.62 1284.16, 3111.63 1285.24, 3111.44 1285.57, 3111.42 1285.61, 3110.99 1286.19, 3110.87 1286.28, 3110.44 1286.51, 3109.81 1286.84, 3109.75 1286.9, 3109.65 1286.99, 3109.65 1287, 3109.44 1287.2, 3109.24 1287.38, 3108.88 1287.81, 3108.61 1288.11, 3108.41 1288.27, 3108.26 1288.14, 3108.11 1288.02, 3106.53 1284.32, 3106 1282.63, 3106 1281.87, 3105.78 1281.85, 3105.67 1281.86, 3102.99 1283.98, 3103.54 1285.05, 3104.01 1286.18))",2.015699,Capital,25318,Twicken Bush,"(3112.6887268053683, 1288.7677561020048)",,,Head to Head
Twicken Meads,47,Ward 52,"POLYGON ((3203.32 1228.39, 3202.43 1228.12, 3201.72 1227.39, 3200.3 1229.74, 3199.24 1232.02, 3198.41 1233.3, 3197.79 1234.63, 3196.99 1236.39, 3197.26 1237.67, 3198.15 1239.12, 3198.47 1240.18, 3198.46 1240.19, 3197.09 1240.8, 3197.61 1241.95, 3198.01 1243.12, 3198.03 1244.32, 3198.12 1244.78, 3198.1 1244.84, 3198.11 1244.89, 3197.9 1245.84, 3197.86 1246, 3197.52 1247.29, 3197.14 1248.68, 3198.35 1248.98, 3199.74 1249.31, 3200.79 1249.97, 3201.77 1250.75, 3202.78 1251.46, 3203.79 1251.83, 3204.43 1251.92, 3205 1251.74, 3205.62 1251.54, 3206.92 1251.6, 3208.16 1251.68, 3209.27 1251.39, 3210.17 1252.2, 3210.25 1252.34, 3210.28 1252.31, 3210.32 1252.29, 3210.3 1250.99, 3210.4 1250.41, 3210.62 1249.56, 3211.27 1248.14, 3212.18 1247.13, 3213.45 1246.3, 3213.81 1246, 3214.12 1245.44, 3214.5 1244.74, 3214.78 1244.44, 3213.94 1243.81, 3213.39 1243.42, 3212.06 1242.38, 3210.91 1241.48, 3210.56 1241.24, 3210.56 1241.22, 3209.97 1240.41, 3209.28 1239.38, 3208.67 1238.14, 3209.01 1236.81, 3209.2 1236.48, 3209.45 1235.67, 3209.49 1235.26, 3209.49 1235.12, 3209.54 1235.02, 3209.66 1234.46, 3209.89 1233.27, 3209.92 1233.14, 3210.16 1231.92, 3210.53 1230.75, 3209.07 1230.39, 3208.04 1230.16, 3205.78 1229.58, 3205 1229.37, 3204.11 1229.14, 3203.32 1228.39))",4.315718,Capital,24462,Twicken Common,"(3204.5932432155073, 1240.814489602472)",,,Vote: Left_MR
Twicken Meads,48,Ward 71,"POLYGON ((3121.74 1238.5, 3124.62 1239.1, 3126.32 1239.46, 3128 1239.68, 3128 1234.12, 3126.17 1233.86, 3124.51 1233.48, 3120.04 1232.71, 3111.53 1231.57, 3108.03 1231.24, 3106 1230.72, 3106 1234.31, 3106 1234.43, 3106 1239.67, 3106.3 1239.24, 3107.86 1239.37, 3107.94 1239.42, 3107.95 1239.42, 3108.28 1239.47, 3108.61 1239.65, 3108.62 1239.65, 3109.81 1240.01, 3111.02 1240.11, 3112.29 1240.15, 3113.95 1240.24, 3115.2 1240.1, 3116 1240.07, 3116.92 1239.53, 3116.96 1239.48, 3117.02 1239.39, 3117.89 1238.32, 3118.76 1237.55, 3121.74 1238.5))",2.374385,Capital,27176,Twicken Bush,"(3115.856281923786, 1235.8223271741133)",,,Head to Head
Twicken Meads,49,Ward 78,"POLYGON ((3108.28 1239.47, 3107.95 1239.42, 3107.94 1239.42, 3107.86 1239.37, 3106.3 1239.24, 3106 1239.67, 3106 1244.93, 3106 1244.99, 3106 1246, 3106 1248.08, 3106 1250.36, 3106 1255.69, 3106.85 1256.18, 3107.55 1256.18, 3107.55 1255.18, 3107.59 1252.96, 3107.47 1251.82, 3108.96 1252.5, 3110.15 1252.76, 3111.43 1252.98, 3111.55 1252.99, 3111.45 1251.78, 3111.58 1249.96, 3111.92 1248.83, 3112.54 1247.68, 3112.69 1247.18, 3112.71 1247.12, 3112.76 1246.96, 3113.69 1245.19, 3114.45 1244.17, 3115.04 1243.89, 3115.09 1243.85, 3115.13 1243.83, 3115.85 1242.75, 3116.43 1241.21, 3116 1240.07, 3115.2 1240.1, 3113.95 1240.24, 3112.29 1240.15, 3111.02 1240.11, 3109.81 1240.01, 3108.62 1239.65, 3108.61 1239.65, 3108.28 1239.47))",1.580275,Capital,26518,Twicken Bush,"(3109.769098228813, 1245.8499638428198)",,,Head to Head
Twicken Meads,50,Ward 34,"POLYGON ((3188.53 1304.4, 3187.09 1305.18, 3185.71 1306.02, 3186.25 1306.75, 3186.31 1306.82, 3186.4 1306.92, 3187.47 1307.93, 3188.55 1308.68, 3189.48 1309.53, 3188.8 1310.23, 3188.11 1311.41, 3188.22 1312, 3192.96 1312, 3194.15 1312, 3195.63 1312, 3198.98 1312, 3200.75 1312, 3202.45 1312, 3205 1312, 3206.11 1312, 3206.13 1312, 3209.29 1312, 3209.3 1312, 3209.22 1311.92, 3208.01 1311.09, 3207.78 1310.61, 3206.77 1309.79, 3206.16 1310.61, 3205 1311.01, 3203.5 1311.32, 3202.4 1311.34, 3202.4 1310.62, 3202.48 1310.06, 3201.34 1310.06, 3201.57 1309.46, 3201.59 1309.41, 3202.21 1308.37, 3202.85 1307.34, 3203.91 1306.48, 3202.9 1306.31, 3201.48 1305.71, 3198.85 1304.96, 3195.8 1304.29, 3195.68 1304.48, 3195.32 1304.92, 3194.44 1305.85, 3193.87 1305.23, 3192.02 1304.32, 3189.64 1303.51, 3188.53 1304.4))",1.769239,Capital,25370,Twicken Common,"(3195.459426892852, 1308.408570434363)",,,Head to Head
Twicken Meads,51,Ward 12,"POLYGON ((3096.51 1270.82, 3096.33 1274.79, 3096.27 1276.73, 3096.13 1278.79, 3096.11 1278.85, 3096.7 1279.16, 3097.99 1279.71, 3099.94 1280.23, 3101.82 1280.51, 3104.51 1280.89, 3104.69 1280.92, 3105.68 1281.05, 3105.68 1281, 3105.65 1280.7, 3104.46 1275.63, 3103.25 1270.74, 3104.59 1270.78, 3106 1270.82, 3107.4 1270.82, 3108.72 1270.89, 3108.02 1269.89, 3107.45 1268, 3106 1268, 3103.1 1268, 3097.42 1268, 3097.09 1269.47, 3096.51 1270.82))",1.670477,Capital,23886,Twicken Bush,"(3101.1259779180327, 1273.9917803879744)",,,Head to Head
Twicken Meads,52,Ward 2,"POLYGON ((3099.92 1258.6, 3099.83 1258.82, 3099.68 1259.07, 3099.71 1259.24, 3099.71 1259.33, 3099.72 1259.82, 3099.64 1259.94, 3099.54 1259.91, 3098.44 1259.36, 3098.43 1259.36, 3098.34 1259.25, 3098.22 1259.21, 3097.52 1258.96, 3096.59 1259.17, 3095.66 1260.02, 3094.13 1261.63, 3093.41 1262.68, 3092.42 1264.44, 3091.77 1265.68, 3090.65 1268, 3094.48 1268, 3097.42 1268, 3103.1 1268, 3106 1268, 3106 1265.99, 3106 1263.98, 3106 1261.57, 3106 1255.69, 3104.97 1255.26, 3103.95 1254.69, 3101.86 1253.32, 3101.43 1254.77, 3101.12 1255.96, 3100.6 1257.06, 3100.34 1258.27, 3099.92 1258.6))",2.144902,Capital,26151,Twicken Bush,"(3100.114077872086, 1262.6877907946894)",,,Head to Head
Twicken Meads,53,Ward 28,"POLYGON ((3104.44 1292.6, 3103.89 1292.44, 3103.23 1292.69, 3102.26 1293.97, 3101.93 1294.63, 3101.15 1295.2, 3100.1 1296.4, 3100.51 1297.63, 3100.57 1298.06, 3099.45 1300.37, 3099.36 1301.76, 3099.87 1302.47, 3100.62 1302.59, 3100.99 1302.64, 3102.69 1302.86, 3104.14 1303.27, 3104.44 1303.37, 3105.03 1303.39, 3105.36 1303.4, 3105.54 1303.3, 3106.42 1303.84, 3106.99 1303.95, 3107.13 1303.97, 3107.37 1304.46, 3108.06 1304.71, 3108.65 1304.93, 3110.27 1305.36, 3110.78 1304.31, 3111.07 1303.27, 3111.89 1302.96, 3113.35 1303.16, 3113.38 1303.16, 3113.39 1303.2, 3113.4 1303.22, 3113.43 1303.23, 3114.11 1303.29, 3114.81 1303.41, 3114.95 1303.43, 3115.52 1303.53, 3115.53 1302.2, 3115.56 1301.98, 3115.49 1301.96, 3115.53 1301.74, 3115.52 1301.15, 3115.53 1300.45, 3115.53 1299.14, 3115.53 1299.02, 3115.83 1298.73, 3115.54 1297.89, 3115.42 1296.79, 3115.53 1295.98, 3115.48 1295.86, 3115.5 1294.79, 3115.52 1294.43, 3115.32 1294.26, 3115.25 1294.24, 3115.24 1294.18, 3115.05 1294.16, 3114.92 1294.12, 3114.15 1293.45, 3114.27 1292.87, 3113.01 1292.74, 3112.96 1292.72, 3112.74 1292.17, 3111.87 1291.72, 3111.11 1292.8, 3110.25 1293.02, 3109.06 1292.67, 3107.8 1292.24, 3107.75 1292.23, 3107.29 1292.22, 3105.92 1292.18, 3105.92 1292.2, 3105.66 1292.5, 3104.9 1292.54, 3104.5 1292.66, 3104.44 1292.6))",2.547406,Capital,22919,Twicken Bush,"(3108.0441650588073, 1298.3328784990633)",,,Head to Head
Twicken Meads,54,Ward 68,"POLYGON ((3106 1227.12, 3106 1230.72, 3108.03 1231.24, 3111.53 1231.57, 3120.04 1232.71, 3119.78 1227.91, 3124.13 1228.17, 3124.13 1223, 3113.64 1223, 3108.07 1223, 3106 1223, 3106 1227.12))",2.235371,Capital,26127,Twicken Bush,"(3114.50547663522, 1227.1296934587538)",,,Head to Head
Twicken Meads,55,Ward 38,"POLYGON ((3216.85 1291.03, 3214.77 1295.33, 3211.78 1295.87, 3205.65 1294.94, 3205 1296.45, 3203.69 1299.47, 3205 1301.79, 3206.46 1304.38, 3206.48 1304.37, 3207.88 1304.22, 3208.52 1304.03, 3208.98 1304.01, 3210.98 1303.18, 3211.84 1303.11, 3212.77 1302.86, 3213.52 1302.76, 3214.94 1302.54, 3217.34 1302.33, 3218.14 1301.56, 3218.31 1301.4, 3218.46 1301.26, 3219.48 1300.43, 3220.05 1300.06, 3219.96 1299.93, 3219.23 1298.91, 3218.68 1297.65, 3218.61 1297.43, 3218.59 1297.38, 3218.52 1297.16, 3218.3 1295.52, 3217.98 1294.94, 3217.59 1293.15, 3216.92 1291.03, 3216.85 1291.03))",1.818253,Capital,24186,Twicken Common,"(3211.731116471926, 1298.9554031411699)",,,Head to Head
Twicken Meads,56,Ward 5,"POLYGON ((3099.12 1239.82, 3098.49 1241.38, 3098.2 1241.34, 3097.86 1241.21, 3098.02 1241.79, 3097.61 1242.94, 3097.39 1243.45, 3097.36 1243.5, 3097.33 1243.57, 3097.23 1243.83, 3097.11 1245.36, 3097.29 1246, 3097.29 1247.09, 3099.2 1247.14, 3101 1247.28, 3102.17 1247.23, 3103.59 1247.41, 3103.25 1248.08, 3102.84 1249.42, 3102.82 1249.61, 3102.6 1250.91, 3102.2 1252.05, 3101.86 1253.32, 3103.95 1254.69, 3104.97 1255.26, 3106 1255.69, 3106 1250.36, 3106 1248.08, 3106 1246, 3106 1244.99, 3106 1244.93, 3106 1239.67, 3105.61 1240.23, 3105.57 1240.27, 3104.63 1240.29, 3104.63 1240.28, 3103.47 1239.53, 3103.35 1239.43, 3103.34 1239.43, 3102.47 1238.98, 3102.28 1238.88, 3102.04 1238.82, 3100.46 1238.72, 3099.58 1238.59, 3099.12 1239.82))",1.405889,Capital,24473,Twicken Bush,"(3102.505899075667, 1245.6491200887494)",,,Head to Head
Twicken Meads,57,Ward 51,"POLYGON ((3204.11 1229.14, 3205 1229.37, 3205.78 1229.58, 3208.04 1230.16, 3209.07 1230.39, 3210.53 1230.75, 3210.16 1231.92, 3209.92 1233.14, 3209.89 1233.27, 3209.66 1234.46, 3209.54 1235.02, 3209.49 1235.12, 3209.49 1235.26, 3209.45 1235.67, 3209.2 1236.48, 3209.01 1236.81, 3208.67 1238.14, 3209.28 1239.38, 3209.97 1240.41, 3210.56 1241.22, 3210.56 1241.24, 3210.91 1241.48, 3212.06 1242.38, 3213.39 1243.42, 3213.94 1243.81, 3214.78 1244.44, 3215.07 1243.63, 3215.53 1243.02, 3216.1 1242.16, 3216.41 1241.82, 3216.93 1241.18, 3217.79 1240.21, 3218.24 1239.75, 3218.62 1239.33, 3218.51 1239.23, 3218.49 1239.21, 3217.95 1238.87, 3217.84 1238.64, 3217.03 1238.18, 3215.8 1237.37, 3215.22 1236.88, 3214.05 1236.11, 3214.18 1235.17, 3214.42 1233.65, 3214.61 1232.36, 3214.62 1232.26, 3214.64 1232.18, 3214.84 1230.84, 3215.08 1229.34, 3215.21 1227.95, 3215.2 1227.8, 3215.18 1227.66, 3215.01 1226.07, 3214.31 1225.08, 3214.13 1224.86, 3214.02 1224.69, 3213.92 1224.54, 3212.76 1223.29, 3212.74 1223.15, 3212.76 1223, 3205 1223, 3203.72 1223, 3203.32 1228.39, 3204.11 1229.14))",2.379394,Capital,24997,Twicken Common,"(3211.0631643381025, 1231.8844995439817)",Low Density Immigrants,,Head to Head
Twicken Meads,58,Ward 44,"POLYGON ((3216.19 1276.69, 3214.98 1276.56, 3214.54 1276.51, 3214.18 1279.46, 3213.96 1280.75, 3213.75 1281.58, 3213.82 1281.59, 3213.8 1281.7, 3213.73 1281.68, 3213.53 1281.64, 3212.09 1281.5, 3210.8 1281.44, 3209.85 1282.26, 3209.37 1284.63, 3207.47 1285.94, 3206.62 1287.05, 3207.11 1288.38, 3207.79 1289.39, 3208.14 1290, 3208.46 1290.56, 3209.32 1291.54, 3210.65 1291.39, 3211.47 1291.15, 3211.68 1292.23, 3211.81 1292.78, 3211.16 1292.85, 3211.68 1294.52, 3211.78 1295.87, 3214.77 1295.33, 3216.85 1291.03, 3216.92 1291.03, 3218.14 1291.59, 3219.33 1291.85, 3220.67 1292.24, 3222.61 1292.46, 3224 1292.63, 3225.35 1292.46, 3228.12 1292.55, 3229.4 1292.3, 3230.62 1291.99, 3230.68 1291.12, 3230.79 1290, 3230.87 1289.57, 3231.27 1288.26, 3231.36 1287.98, 3231.68 1286.65, 3232.66 1284.78, 3233.37 1282.67, 3229.13 1282.49, 3226.61 1281.76, 3224.84 1280.82, 3224.48 1280.41, 3224.4 1280.3, 3223.92 1279.75, 3223.35 1278.77, 3222.88 1277.25, 3222.74 1273.81, 3223.1 1269.83, 3220.35 1269.64, 3220.4 1276.83, 3220.4 1276.84, 3220.34 1277.06, 3218.4 1276.93, 3216.19 1276.69))",4.964584,Capital,24580,Twicken Common,"(3219.708833696488, 1285.3315492691413)",,,Vote: MR_R
Twicken Meads,59,Ward 47,"POLYGON ((3219.47 1246.58, 3218.44 1246.8, 3217.29 1247.25, 3215.97 1247.95, 3214.71 1248.58, 3213.55 1249.12, 3212.31 1249.69, 3212.16 1249.77, 3210.71 1249.57, 3210.68 1249.57, 3210.62 1249.56, 3210.4 1250.41, 3210.3 1250.99, 3210.32 1252.29, 3210.28 1252.31, 3213.27 1255.66, 3216.3 1259.06, 3218.08 1260.08, 3219.99 1261.12, 3222.62 1261.6, 3224.53 1261.7, 3224.56 1261.79, 3224.67 1261.98, 3225.11 1260.86, 3225.58 1260.24, 3225.94 1259.74, 3226.62 1258.73, 3227.36 1257.06, 3228.03 1255.24, 3228.69 1253.2, 3228.69 1250.44, 3228.69 1246, 3228.69 1245.86, 3228.71 1245.65, 3224.53 1245.64, 3222.94 1245.53, 3220.71 1245.49, 3220.58 1245.77, 3220.43 1246, 3220.36 1246.2, 3220.26 1246.39, 3219.47 1246.58))",3.3095,Capital,26070,Twicken Common,"(3220.819396131369, 1253.046268888629)",Medium Density Immigrants,,Head to Head
Twicken Meads,60,Ward 13,"POLYGON ((3089.47 1277.91, 3089.6 1278.01, 3089.6 1278.02, 3090.16 1278.65, 3090.79 1279.39, 3091.02 1279.56, 3091.08 1279.62, 3091.25 1279.78, 3091.99 1280.76, 3092.12 1281.52, 3092.14 1281.72, 3092.16 1281.92, 3092.18 1282.16, 3093.15 1283.21, 3093.59 1284.11, 3093.77 1284.4, 3094.78 1285.96, 3095.52 1287.05, 3096.16 1288.94, 3096.25 1289.19, 3096.68 1289.39, 3096.87 1289.1, 3097.15 1288.66, 3097.29 1288.32, 3098.99 1288.66, 3100.61 1288.86, 3101.48 1289.35, 3102.35 1289.6, 3103.88 1289.29, 3104.22 1288.99, 3104.21 1288.07, 3104.41 1287.96, 3104.4 1287.91, 3104.69 1287.54, 3104.13 1286.58, 3104.11 1286.49, 3104.01 1286.18, 3103.54 1285.05, 3102.99 1283.98, 3105.67 1281.86, 3105.78 1281.85, 3106 1281.87, 3106 1281.1, 3105.68 1281.05, 3104.69 1280.92, 3104.51 1280.89, 3101.82 1280.51, 3099.94 1280.23, 3097.99 1279.71, 3096.7 1279.16, 3096.11 1278.85, 3095.88 1278.73, 3095.75 1278.64, 3095 1278.14, 3092.98 1276.73, 3090.67 1275.6, 3090.12 1276.94, 3089.47 1277.91))",1.717453,Capital,25898,Twicken Bush,"(3097.930548874282, 1283.1877885080476)",,,Head to Head
Twicken Meads,61,Ward 4,"POLYGON ((3095.82 1247.09, 3094.3 1247.74, 3094.34 1249.83, 3094.41 1250.89, 3093.92 1252.05, 3093.58 1253.05, 3092.73 1252.94, 3092.09 1252.6, 3090.77 1255.6, 3091.88 1256.19, 3093.09 1256.71, 3093.44 1256.83, 3093.74 1256.94, 3094.57 1257.32, 3095.69 1257.77, 3095.81 1257.81, 3095.85 1257.78, 3096.02 1257.84, 3097.06 1258.25, 3096.94 1258.46, 3096.7 1258.76, 3095.95 1259.72, 3095.66 1260.02, 3096.59 1259.17, 3097.52 1258.96, 3098.22 1259.21, 3098.34 1259.25, 3098.43 1259.36, 3098.44 1259.36, 3099.54 1259.91, 3099.64 1259.94, 3099.72 1259.82, 3099.71 1259.33, 3099.71 1259.24, 3099.68 1259.07, 3099.83 1258.82, 3099.92 1258.6, 3100.34 1258.27, 3100.6 1257.06, 3101.12 1255.96, 3101.43 1254.77, 3101.86 1253.32, 3102.2 1252.05, 3102.6 1250.91, 3102.82 1249.61, 3102.84 1249.42, 3103.25 1248.08, 3103.59 1247.41, 3102.17 1247.23, 3101 1247.28, 3099.2 1247.14, 3097.29 1247.09, 3095.82 1247.09))",1.529477,Capital,23514,Twicken Bush,"(3097.6352754266213, 1252.7859376220727)",,,Head to Head
